title,link,description
"13 Questions Kennedy Must Answer, According to Experts",https://www.nytimes.com/2025/01/28/opinion/rfk-jr-confirmation-hearing.html,The top queries from leaders and experts.
Trudeau Promised a Better Life for the Middle Class. Then Prices Soared.,https://www.nytimes.com/2025/01/27/world/canada/trudeau-canada-inflation-prices-peterborough.html,"While many issues turned Canadians away from their prime minister, the high cost of groceries and homes has become a chief grievance."
Trumpâ€™s Moves to Upend Federal Bureaucracy Touch Off Fear and Confusion,https://www.nytimes.com/2025/01/25/us/politics/trump-federal-workers.html,Agencies are gripped with uncertainty about how to implement the blizzard of new policies as workers frantically try to assess the impact on their lives.
Amazonâ€™s Fight With Unions Heads to Its Grocery Aisles,https://www.nytimes.com/2025/01/25/business/economy/amazon-union-whole-foods-philadelphia.html,Whole Foods workers in Philadelphia are voting on whether to form the first union in the Amazon-owned chain. The company is pushing back.
How My Trip to Quit Sugar Quickly Became a Journey Into Hell,https://www.nytimes.com/2025/01/25/magazine/quit-sugar.html,"For my whole life, Iâ€™ve been a hard-core sweets junkie. Could a spa help me quit in a week?"
The Race for All-Powerful Pot,https://www.nytimes.com/2025/01/25/us/marijuana-thc-health-claims-potency.html,"Inside the $32 billion industry transforming marijuana, its consumption and beliefs about its ability to heal."
Five Action Movies to Stream Now,https://www.nytimes.com/2025/02/21/movies/action-movies-streaming.html,"This monthâ€™s picks include stories about a vengeful bombmaker, a blind assassin and more."
Five Free Movies to Stream Now,https://www.nytimes.com/2025/02/21/movies/free-movies-streaming-gunda-farha.html,"Donâ€™t overlook ad-supported platforms like Tubi, Plex and PlutoTV. Theyâ€™re surprising repositories for great films like â€œGundaâ€ and â€œFarha.â€"
7 New Movies Our Critics Are Talking About This Week,https://www.nytimes.com/2025/02/21/movies/new-movie-releases.html,"Whether youâ€™re a casual moviegoer or an avid buff, our reviewers think these films are worth knowing about."
"In Berlin, Anxious Movies for Dark Times",https://www.nytimes.com/2025/02/21/movies/berlin-film-festival-berlinale-2025.html,"At the Berlin International Film Festival, the onscreen mood was downbeat, but the program still held some gems."
Five Science Fiction Movies to Stream Now,https://www.nytimes.com/2025/02/14/movies/science-fiction-movies.html,"This monthâ€™s picks include unleashed libidos, striking animation and strange underground caves."
4 Movies for Valentineâ€™s Day Lovers and Haters,https://www.nytimes.com/video/movies/100000009923951/4-movies-for-valentines-day-lovers-and-haters.html,Do you love or hate Valentineâ€™s Day? Esther Zuckerman has some streaming options for everyone this year.
7 New Movies Our Critics Are Talking About This Week,https://www.nytimes.com/2025/02/14/movies/new-movies-2025.html,"Whether youâ€™re a casual moviegoer or an avid buff, our reviewers think these films are worth knowing about."
Five International Movies to Stream Now,https://www.nytimes.com/2025/02/07/movies/international-movies.html,"This weekâ€™s picks include an unconventional Lithuanian love story, a small-town Slovakian horror movie, and more."
5 Childrenâ€™s Movies to Stream Now,https://www.nytimes.com/2025/02/07/movies/kids-movies-streaming-now.html,This monthâ€™s picks include a film based on a popular Nickelodeon show and a sequel to a beloved DreamWorks western.
7 New Movies Our Critics Are Talking About This Week,https://www.nytimes.com/2025/02/07/movies/new-movie-releases.html,"Whether youâ€™re a casual moviegoer or an avid buff, our reviewers think these films are worth knowing about."
The Best Movies and TV Shows Coming to Netflix in February,https://www.nytimes.com/2025/02/05/arts/television/netflix-new-february.html,This monthâ€™s new arrivals include an insightful docudrama about a fraudulent wellness blogger and a rare TV role for Robert De Niro.
SAG Awards 2025: Complete List of Winners,https://www.nytimes.com/2025/02/23/movies/sag-awards-2025-winners-list.html,"â€œConclaveâ€ took home the top film prize, while Demi Moore and TimothÃ©e Chalamet won top individual honors."
â€˜Dune: Part Twoâ€™ | Anatomy of a Scene,https://www.nytimes.com/video/movies/100000010001896/dune-part-two-scene.html,"The director Denis Villeneuve narrates a battle sequence from his film, featuring Austin Butler."
Watch Austin Butler in Battle in â€˜Dune: Part Twoâ€™,https://www.nytimes.com/2025/02/21/movies/dune-part-two-clip.html,"The director Denis Villeneuve narrates a sequence from his film, which is nominated for five Academy Awards, including best picture."
"Carlos Diegues, Filmmaker Who Celebrated Brazilâ€™s Diversity, Dies at 84",https://www.nytimes.com/2025/02/22/movies/carlos-diegues-dead.html,"Seeking to shed the gauzy influence of Hollywood and focus on Brazilâ€™s ethnic richness and troubled history, he helped forge a new path for his countryâ€™s cinema."
"Like Us, Theo James Is Freaked Out by the Toy in â€˜The Monkeyâ€™",https://www.nytimes.com/2025/02/21/movies/theo-james-interview-the-monkey.html,"The actor discusses playing twins in Osgood Perkinsâ€™s horror film, finding humor in dark situations and why that monkey is so, so creepy."
â€˜The Unbreakable Boyâ€™ Review: Surmounting Hardships With Joy,https://www.nytimes.com/2025/02/20/movies/the-unbreakable-boy-review-surmounting-hardships-with-joy.html,"This family drama by Jon Gunn, based on a true story, is told from the perspective of a young boy with autism."
"Olga James, a Star of â€˜Carmen Jonesâ€™ and â€˜Mr. Wonderful,â€™ Dies at 95",https://www.nytimes.com/2025/02/21/arts/music/olga-james-dead.html,"An operatic soprano, she had high-profile roles on film and stage in the 1950s. But after that, she mostly spent her career away from the limelight."
â€˜Old Guyâ€™ Review: The Veteran and the Rookie,https://www.nytimes.com/2025/02/20/movies/old-guy-review.html,Christoph Waltz plays an aging hit man begrudgingly training his replacement in Simon Westâ€™s stale action movie.
â€˜The Quiet Onesâ€™ Review: Getting Swindled in Copenhagen,https://www.nytimes.com/2025/02/20/movies/the-quiet-ones-review.html,"Inspired by a real heist, this Danish thriller has more moving parts than it can keep track of."
â€˜Ex-Husbandsâ€™ Review: Three Unweddings and a Funeral,https://www.nytimes.com/2025/02/20/movies/ex-husbands-review.html,"In this Griffin Dunne dramedy, a father and his sons face different kinds of relationship troubles at the same time."
â€˜Compensationâ€™ Review: Still Rebellious,https://www.nytimes.com/2025/02/20/movies/compensation-review.html,"Finally getting a theatrical run, Zeinabu irene Davisâ€™s 1999 film about two Black couples in Chicago in two different eras earns its landmark status."
â€˜Millers in Marriageâ€™ Review: Squall in the Family,https://www.nytimes.com/2025/02/20/movies/millers-in-marriage-review.html,Three siblings navigate midlife crises in Edward Burnsâ€™s glossy look at marriages in transition.
Amazon Gains Creative Control Over the James Bond Franchise,https://www.nytimes.com/2025/02/20/business/amazon-james-bond-franchise.html,The family that has for decades held complete control over everything involving the globe-trotting superspy is relinquishing it to Amazon.
"Souleymane CissÃ©, Celebrated Malian Filmmaker, Dies at 84",https://www.nytimes.com/2025/02/20/movies/souleymane-cisse-dead.html,"He won multiple awards during his 50-year career, including the jury prize at the Cannes Film Festival, and spent his life championing African cinema."
â€˜The Monkeyâ€™ Review: Death Beats a Little Toy Drum,https://www.nytimes.com/2025/02/20/movies/the-monkey-review.html,"A gruesome horror comedy adapted from a Stephen King story mixes nihilism, fatherhood and carnage."
The New â€˜Captain Americaâ€™ Movie Isnâ€™t Great. But Donâ€™t Call Him a D.E.I. Hire.,https://www.nytimes.com/2025/02/20/movies/captain-america-anthony-mackie-dei.html,Anthony Mackie picks up the shield at a potentially awkward time. But thereâ€™s one way Disney can do right by him and the next generation of Marvel stars.
The Invincible Jack Quaid,https://www.nytimes.com/2025/02/19/movies/jack-quaid-companion-novocaine.html,"With his movies â€œCompanionâ€ and â€œNovocaine,â€ the young actor is showing he can do comedy, pain and a mix of the two."
Being George Clooney Is Harder Than It Looks,https://www.nytimes.com/2025/02/20/theater/george-clooney-broadway-good-night-good-luck.html,"He is making his Broadway debut with a stage version of his 2005 movie â€œGood Night, and Good Luck.â€ Heâ€™s ready, but also terrified."
"â€˜Pedro PÃ¡ramo,â€™ â€˜Letâ€™s Start a Cultâ€™ and More Streaming Gems",https://www.nytimes.com/2025/02/19/movies/pedro-paramo-lets-start-a-cult-streaming-movies.html,"Two releases from last year â€” one an inventive literary adaptation, the other a wild, gross-out comedy â€” are among this monthâ€™s streaming recommendations."
A New Documentary Uncovers One of Popâ€™s Tragic Mysteries: Q Lazzarus,https://www.nytimes.com/2025/02/19/arts/music/q-lazzarus-goodbye-horses-documentary.html,"Her haunting song â€œGoodbye Horsesâ€ had a star turn in â€œThe Silence of the Lambs,â€ but the enigmatic artist behind it seemingly vanished for decades after."
"Watching â€˜Shoahâ€™ in Berlin, 80 Years After Auschwitz",https://www.nytimes.com/2025/02/17/movies/shoah-berlin-film-festival-claude-lanzmann.html,A commemorative screening of the monumental documentary came as some artists are questioning whether Germanyâ€™s Holocaust remembrance culture stifles free speech.
"Kim Sae-ron, a Young South Korean Actress, Is Found Dead",https://www.nytimes.com/2025/02/17/world/asia/south-korea-actress-dead.html,"The 24-year-old star, once a prolific child actor, appeared at the Cannes Film Festival and on Netflix, until a drunk-driving incident in 2022 derailed her career."
Why Everyone Is Still Talking About â€˜Paddington 2â€™,https://www.nytimes.com/2025/02/17/movies/paddington-2-hugh-grant.html,"With the third movie now in theaters, letâ€™s look at how the 2018 film became a sleeper hit, thanks to Hugh Grantâ€™s villain and its showstopping end credits."
BAFTAs: â€˜Conclaveâ€™ Wins Best Film in the Latest Awards Season Shake-Up,https://www.nytimes.com/2025/02/16/movies/baftas-winners-conclave-brutalist.html,"â€œAnoraâ€ and â€œThe Brutalistâ€ also took home major prizes at the British equivalent of the Oscars, tipping the scales again."
Oscars Rewind: How â€˜American Beautyâ€™ Lost Its Luster,https://www.nytimes.com/2025/02/16/movies/oscars-american-beauty.html,"At the 2000 Academy Awards, the film won five Oscars, including best picture. Then came 9/11, a tanking economy and Kevin Spacey."
